[16:48:57] [main/INFO]: ModLauncher running: args [--username, kaito06241234, --version, forge-43.2.14, --gameDir, C:\Users\niino\curseforge\minecraft\Instances\Chunk Block, --assetsDir, C:\Users\niino\curseforge\minecraft\Install\assets, --assetIndex, 1.19, --uuid, 6b3bab0743834251b460ff32b472be15, --accessToken, ????????, --clientId, MjdkODQ2N2ItMDRhZS00NzJkLWJlMTItZmQ0OWIzMWEyZjkw, --xuid, 2535473698352415, --userType, msa, --versionType, release, --width, 1024, --height, 768, --launchTarget, forgeclient, --fml.forgeVersion, 43.2.14, --fml.mcVersion, 1.19.2, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20220805.130853]
[16:48:57] [main/INFO]: ModLauncher 10.0.8+10.0.8+main.0ef7e830 starting: java version 17.0.8 by Microsoft; OS Windows 10 arch amd64 version 10.0
[16:50:48] [Worker-Main-10/WARN]: Exception loading blockstate definition: 'dynamiclights:blockstates/lit_water.json' missing model for variant: 'dynamiclights:lit_water#level=3,power=12'
[16:50:48] [Worker-Main-10/WARN]: Exception loading blockstate definition: 'dynamiclights:blockstates/lit_water.json' missing model for variant: 'dynamiclights:lit_water#level=6,power=5'
[16:50:48] [Worker-Main-10/WARN]: Exception loading blockstate definition: 'dynamiclights:blockstates/lit_water.json' missing model for variant: 'dynamiclights:lit_water#level=3,power=13'
[16:50:48] [Worker-Main-10/WARN]: Exception loading blockstate definition: 'dynamiclights:blockstates/lit_water.json' missing model for variant: 'dynamiclights:lit_water#level=6,power=4'
[16:50:48] [Worker-Main-10/WARN]: Exception loading blockstate definition: 'dynamiclights:blockstates/lit_water.json' missing model for variant: 'dynamiclights:lit_water#level=3,power=14'
[16:50:48] [Worker-Main-10/WARN]: Exception loading blockstate definition: 'dynamiclights:blockstates/lit_water.json' missing model for variant: 'dynamiclights:lit_water#level=6,power=3'
[16:50:48] [Worker-Main-10/WARN]: Exception loading blockstate definition: 'dynamiclights:blockstates/lit_water.json' missing model for variant: 'dynamiclights:lit_water#level=3,power=15'
[16:50:48] [Worker-Main-10/WARN]: Exception loading blockstate definition: 'dynamiclights:blockstates/lit_water.json' missing model for variant: 'dynamiclights:lit_water#level=6,power=2'
[16:50:48] [Worker-Main-10/WARN]: Exception loading blockstate definition: 'dynamiclights:blockstates/lit_water.json' missing model for variant: 'dynamiclights:lit_water#level=6,power=9'
[16:50:48] [Worker-Main-10/WARN]: Exception loading blockstate definition: 'dynamiclights:blockstates/lit_water.json' missing model for variant: 'dynamiclights:lit_water#level=6,power=8'
[16:50:48] [Worker-Main-10/WARN]: Exception loading blockstate definition: 'dynamiclights:blockstates/lit_water.json' missing model for variant: 'dynamiclights:lit_water#level=6,power=7'
[16:50:48] [Worker-Main-10/WARN]: Exception loading blockstate definition: 'dynamiclights:blockstates/lit_water.json' missing model for variant: 'dynamiclights:lit_water#level=6,power=6'
[16:50:48] [Worker-Main-10/WARN]: Exception loading blockstate definition: 'dynamiclights:blockstates/lit_water.json' missing model for variant: 'dynamiclights:lit_water#level=6,power=1'
[16:50:48] [Worker-Main-10/WARN]: Exception loading blockstate definition: 'dynamiclights:blockstates/lit_water.json' missing model for variant: 'dynamiclights:lit_water#level=6,power=0'
[16:50:48] [Worker-Main-10/WARN]: Exception loading blockstate definition: 'dynamiclights:blockstates/lit_water.json' missing model for variant: 'dynamiclights:lit_water#level=3,power=10'
[16:50:48] [Worker-Main-10/WARN]: Exception loading blockstate definition: 'dynamiclights:blockstates/lit_water.json' missing model for variant: 'dynamiclights:lit_water#level=3,power=11'
[16:50:48] [Worker-Main-10/WARN]: Exception loading blockstate definition: 'dynamiclights:blockstates/lit_water.json' missing model for variant: 'dynamiclights:lit_water#level=1,power=4'
[16:50:48] [Worker-Main-10/WARN]: Exception loading blockstate definition: 'dynamiclights:blockstates/lit_water.json' missing model for variant: 'dynamiclights:lit_water#level=11,power=1'
[16:50:48] [Worker-Main-10/WARN]: Exception loading blockstate definition: 'dynamiclights:blockstates/lit_water.json' missing model for variant: 'dynamiclights:lit_water#level=1,power=3'
[16:50:48] [Worker-Main-10/WARN]: Exception loading blockstate definition: 'dynamiclights:blockstates/lit_water.json' missing model for variant: 'dynamiclights:lit_water#level=11,power=0'
[16:50:48] [Worker-Main-10/WARN]: Exception loading blockstate definition: 'dynamiclights:blockstates/lit_water.json' missing model for variant: 'dynamiclights:lit_water#level=1,power=6'
[16:50:48] [Worker-Main-10/WARN]: Exception loading blockstate definition: 'dynamiclights:blockstates/lit_water.json' missing model for variant: 'dynamiclights:lit_water#level=1,power=5'
[16:50:48] [Worker-Main-10/WARN]: Exception loading blockstate definition: 'dynamiclights:blockstates/lit_water.json' missing model for variant: 'dynamiclights:lit_water#level=1,power=0'
[16:50:48] [Worker-Main-10/WARN]: Exception loading blockstate definition: 'dynamiclights:blockstates/lit_water.json' missing model for variant: 'dynamiclights:lit_water#level=11,power=5'
[16:50:48] [Worker-Main-10/WARN]: Exception loading blockstate definition: 'dynamiclights:blockstates/lit_water.json' missing model for variant: 'dynamiclights:lit_water#level=11,power=4'
[16:50:48] [Worker-Main-10/WARN]: Exception loading blockstate definition: 'dynamiclights:blockstates/lit_water.json' missing model for variant: 'dynamiclights:lit_water#level=1,power=2'
[16:50:48] [Worker-Main-10/WARN]: Exception loading blockstate definition: 'dynamiclights:blockstates/lit_water.json' missing model for variant: 'dynamiclights:lit_water#level=11,power=3'
[16:50:48] [Worker-Main-10/WARN]: Exception loading blockstate definition: 'dynamiclights:blockstates/lit_water.json' missing model for variant: 'dynamiclights:lit_water#level=1,power=1'
[16:50:48] [Worker-Main-10/WARN]: Exception loading blockstate definition: 'dynamiclights:blockstates/lit_water.json' missing model for variant: 'dynamiclights:lit_water#level=11,power=2'
[16:50:48] [Worker-Main-10/WARN]: Exception loading blockstate definition: 'dynamiclights:blockstates/lit_water.json' missing model for variant: 'dynamiclights:lit_water#level=11,power=9'
[16:50:48] [Worker-Main-10/WARN]: Exception loading blockstate definition: 'dynamiclights:blockstates/lit_water.json' missing model for variant: 'dynamiclights:lit_water#level=11,power=8'
[16:50:48] [Worker-Main-10/WARN]: Exception loading blockstate definition: 'dynamiclights:blockstates/lit_water.json' missing model for variant: 'dynamiclights:lit_water#level=11,power=7'
[16:50:48] [Worker-Main-10/WARN]: Exception loading blockstate definition: 'dynamiclights:blockstates/lit_water.json' missing model for variant: 'dynamiclights:lit_water#level=11,power=6'
[16:50:48] [Worker-Main-10/WARN]: Exception loading blockstate definition: 'dynamiclights:blockstates/lit_water.json' missing model for variant: 'dynamiclights:lit_water#level=1,power=8'
[16:50:48] [Worker-Main-10/WARN]: Exception loading blockstate definition: 'dynamiclights:blockstates/lit_water.json' missing model for variant: 'dynamiclights:lit_water#level=1,power=7'
[16:50:48] [Worker-Main-10/WARN]: Exception loading blockstate definition: 'dynamiclights:blockstates/lit_water.json' missing model for variant: 'dynamiclights:lit_water#level=1,power=9'
[16:50:48] [Worker-Main-10/WARN]: Exception loading blockstate definition: 'dynamiclights:blockstates/lit_water.json' missing model for variant: 'dynamiclights:lit_water#level=10,power=15'
[16:50:48] [Worker-Main-10/WARN]: Exception loading blockstate definition: 'dynamiclights:blockstates/lit_water.json' missing model for variant: 'dynamiclights:lit_water#level=10,power=14'
[16:50:48] [Worker-Main-10/WARN]: Exception loading blockstate definition: 'dynamiclights:blockstates/lit_water.json' missing model for variant: 'dynamiclights:lit_water#level=10,power=13'
[16:50:48] [Worker-Main-10/WARN]: Exception loading blockstate definition: 'dynamiclights:blockstates/lit_water.json' missing model for variant: 'dynamiclights:lit_water#level=13,power=13'
[16:50:48] [Worker-Main-10/WARN]: Exception loading blockstate definition: 'dynamiclights:blockstates/lit_water.json' missing model for variant: 'dynamiclights:lit_water#level=10,power=12'
[16:50:48] [Worker-Main-10/WARN]: Exception loading blockstate definition: 'dynamiclights:blockstates/lit_water.json' missing model for variant: 'dynamiclights:lit_water#level=13,power=14'
[16:50:48] [Worker-Main-10/WARN]: Exception loading blockstate definition: 'dynamiclights:blockstates/lit_water.json' missing model for variant: 'dynamiclights:lit_water#level=10,power=11'
[16:50:48] [Worker-Main-10/WARN]: Exception loading blockstate definition: 'dynamiclights:blockstates/lit_water.json' missing model for variant: 'dynamiclights:lit_water#level=13,power=15'
[16:50:48] [Worker-Main-10/WARN]: Exception loading blockstate definition: 'dynamiclights:blockstates/lit_water.json' missing model for variant: 'dynamiclights:lit_water#level=10,power=10'
[16:50:48] [Worker-Main-10/WARN]: Exception loading blockstate definition: 'dynamiclights:blockstates/lit_water.json' missing model for variant: 'dynamiclights:lit_water#level=7,power=14'
[16:50:48] [Worker-Main-10/WARN]: Exception loading blockstate definition: 'dynamiclights:blockstates/lit_water.json' missing model for variant: 'dynamiclights:lit_water#level=9,power=8'
[16:50:48] [Worker-Main-10/WARN]: Exception loading blockstate definition: 'dynamiclights:blockstates/lit_water.json' missing model for variant: 'dynamiclights:lit_water#level=7,power=15'
[16:50:48] [Worker-Main-10/WARN]: Exception loading blockstate definition: 'dynamiclights:blockstates/lit_water.json' missing model for variant: 'dynamiclights:lit_water#level=9,power=7'
[16:50:48] [Worker-Main-10/WARN]: Exception loading blockstate definition: 'dynamiclights:blockstates/lit_water.json' missing model for variant: 'dynamiclights:lit_water#level=13,power=10'
[16:50:48] [Worker-Main-10/WARN]: Exception loading blockstate definition: 'dynamiclights:blockstates/lit_water.json' missing model for variant: 'dynamiclights:lit_water#level=7,power=12'
[16:50:48] [Worker-Main-10/WARN]: Exception loading blockstate definition: 'dynamiclights:blockstates/lit_water.json' missing model for variant: 'dynamiclights:lit_water#level=13,power=11'
[16:50:48] [Worker-Main-10/WARN]: Exception loading blockstate definition: 'dynamiclights:blockstates/lit_water.json' missing model for variant: 'dynamiclights:lit_water#level=7,power=13'
[16:50:48] [Worker-Main-10/WARN]: Exception loading blockstate definition: 'dynamiclights:blockstates/lit_water.json' missing model for variant: 'dynamiclights:lit_water#level=9,power=9'
[16:50:48] [Worker-Main-10/WARN]: Exception loading blockstate definition: 'dynamiclights:blockstates/lit_water.json' missing model for variant: 'dynamiclights:lit_water#level=13,power=12'
[16:50:48] [Worker-Main-10/WARN]: Exception loading blockstate definition: 'dynamiclights:blockstates/lit_water.json' missing model for variant: 'dynamiclights:lit_water#level=7,power=10'
[16:50:48] [Worker-Main-10/WARN]: Exception loading blockstate definition: 'dynamiclights:blockstates/lit_water.json' missing model for variant: 'dynamiclights:lit_water#level=7,power=11'
[16:50:48] [Worker-Main-10/WARN]: Exception loading blockstate definition: 'dynamiclights:blockstates/lit_water.json' missing model for variant: 'dynamiclights:lit_water#level=9,power=0'
[16:50:48] [Worker-Main-10/WARN]: Exception loading blockstate definition: 'dynamiclights:blockstates/lit_water.json' missing model for variant: 'dynamiclights:lit_water#level=9,power=2'
[16:50:48] [Worker-Main-10/WARN]: Exception loading blockstate definition: 'dynamiclights:blockstates/lit_water.json' missing model for variant: 'dynamiclights:lit_water#level=9,power=1'
[16:50:48] [Worker-Main-10/WARN]: Exception loading blockstate definition: 'dynamiclights:blockstates/lit_water.json' missing model for variant: 'dynamiclights:lit_water#level=9,power=4'
[16:50:48] [Worker-Main-10/WARN]: Exception loading blockstate definition: 'dynamiclights:blockstates/lit_water.json' missing model for variant: 'dynamiclights:lit_water#level=9,power=3'
[16:50:48] [Worker-Main-10/WARN]: Exception loading blockstate definition: 'dynamiclights:blockstates/lit_water.json' missing model for variant: 'dynamiclights:lit_water#level=9,power=6'
[16:50:48] [Worker-Main-10/WARN]: Exception loading blockstate definition: 'dynamiclights:blockstates/lit_water.json' missing model for variant: 'dynamiclights:lit_water#level=9,power=5'
[16:50:48] [Worker-Main-10/WARN]: Exception loading blockstate definition: 'dynamiclights:blockstates/lit_water.json' missing model for variant: 'dynamiclights:lit_water#level=0,power=13'
[16:50:48] [Worker-Main-10/WARN]: Exception loading blockstate definition: 'dynamiclights:blockstates/lit_water.json' missing model for variant: 'dynamiclights:lit_water#level=0,power=14'
[16:50:48] [Worker-Main-10/WARN]: Exception loading blockstate definition: 'dynamiclights:blockstates/lit_water.json' missing model for variant: 'dynamiclights:lit_water#level=0,power=15'
[16:50:48] [Worker-Main-10/WARN]: Exception loading blockstate definition: 'dynamiclights:blockstates/lit_water.json' missing model for variant: 'dynamiclights:lit_water#level=0,power=10'
[16:50:48] [Worker-Main-10/WARN]: Exception loading blockstate definition: 'dynamiclights:blockstates/lit_water.json' missing model for variant: 'dynamiclights:lit_water#level=0,power=11'
[16:50:48] [Worker-Main-10/WARN]: Exception loading blockstate definition: 'dynamiclights:blockstates/lit_water.json' missing model for variant: 'dynamiclights:lit_water#level=0,power=12'
[16:50:48] [Worker-Main-10/WARN]: Exception loading blockstate definition: 'dynamiclights:blockstates/lit_cave_air.json' missing model for variant: 'dynamiclights:lit_cave_air#power=15'
[16:50:48] [Worker-Main-10/WARN]: Exception loading blockstate definition: 'dynamiclights:blockstates/lit_cave_air.json' missing model for variant: 'dynamiclights:lit_cave_air#power=10'
[16:50:48] [Worker-Main-10/WARN]: Exception loading blockstate definition: 'dynamiclights:blockstates/lit_cave_air.json' missing model for variant: 'dynamiclights:lit_cave_air#power=11'
[16:50:48] [Worker-Main-10/WARN]: Exception loading blockstate definition: 'dynamiclights:blockstates/lit_cave_air.json' missing model for variant: 'dynamiclights:lit_cave_air#power=12'
[16:50:48] [Worker-Main-10/WARN]: Exception loading blockstate definition: 'dynamiclights:blockstates/lit_cave_air.json' missing model for variant: 'dynamiclights:lit_cave_air#power=13'
[16:50:48] [Worker-Main-10/WARN]: Exception loading blockstate definition: 'dynamiclights:blockstates/lit_cave_air.json' missing model for variant: 'dynamiclights:lit_cave_air#power=14'
[16:50:48] [Worker-Main-10/WARN]: Exception loading blockstate definition: 'dynamiclights:blockstates/lit_cave_air.json' missing model for variant: 'dynamiclights:lit_cave_air#power=9'
[16:50:48] [Worker-Main-10/WARN]: Exception loading blockstate definition: 'dynamiclights:blockstates/lit_cave_air.json' missing model for variant: 'dynamiclights:lit_cave_air#power=8'
[16:50:48] [Worker-Main-10/WARN]: Exception loading blockstate definition: 'dynamiclights:blockstates/lit_cave_air.json' missing model for variant: 'dynamiclights:lit_cave_air#power=5'
[16:50:48] [Worker-Main-10/WARN]: Exception loading blockstate definition: 'dynamiclights:blockstates/lit_cave_air.json' missing model for variant: 'dynamiclights:lit_cave_air#power=4'
[16:50:48] [Worker-Main-10/WARN]: Exception loading blockstate definition: 'dynamiclights:blockstates/lit_cave_air.json' missing model for variant: 'dynamiclights:lit_cave_air#power=7'
